DULICA;PSC;OBCE
Kuzmányho;085 01;Bardejov
Kvetinová;085 01;Bardejov
Laca Novomeského;085 01;Bardejov
Ľaliová ulica;086 31;Bardejov
Lesná;085 01;Bardejov
Lipová;085 01;Bardejov
Ľudovíta Štúra;085 01;Bardejov
M.V.Miškovského;085 01;Bardejov
M.Vileca;085 01;Bardejov
Majer;085 01;Bardejov
Makovická;085 01;Bardejov
Martina Benku;085 01;Bardejov
Mičkova;085 01;Bardejov
Mihaľov;085 01;Bardejov
Mikulovská;085 01;Bardejov
Minerálna;085 01;Bardejov
Mlynská;085 01;Bardejov
Mnichovský potok;085 01;Bardejov
Moyzesova;085 01;Bardejov
Na Hradbách;085 01;Bardejov
Nábrežná;085 01;Bardejov
Nádražná;085 01;Bardejov
Nám.arm.gen.L.Svobodu ;085 01;Bardejov
Nám.L.Berku;085 01;Bardejov
Námestie hieromučeníkov Gojdiča a Hopka;085 01;Bardejov
Námestie SNP;085 01;Bardejov
Námestie Svätej rodiny;085 01;Bardejov
Nová;085 01;Bardejov
Nový sad;085 01;Bardejov
Orechová;085 01;Bardejov
Pálenica;085 01;Bardejov
Pánska;085 01;Bardejov
Partizánska;085 01;Bardejov
Pod brehom;085 01;Bardejov
Pod Kalváriou;085 01;Bardejov
Pod Kútmi;085 01;Bardejov
Pod lipkou;085 01;Bardejov
Pod papierňou;085 01;Bardejov
Pod Šibeňou horou;085 01;Bardejov
Pod Vinbargom;085 01;Bardejov
Postajok;085 01;Bardejov
Poštárka;085 01;Bardejov
Poštová;085 01;Bardejov
Potočná;085 01;Bardejov
Pri štadióne;085 01;Bardejov
Pri štepnici;085 01;Bardejov
Priemyselná;085 01;Bardejov
Přerovská;085 01;Bardejov
Puškinova;085 01;Bardejov
Radničné námestie;085 01;Bardejov
Rhodyho;085 01;Bardejov
Rovná;085 01;Bardejov
Sady;085 01;Bardejov
Sama Chalupku;085 01;Bardejov
Sázavského;085 01;Bardejov
Sládkovičova;085 01;Bardejov
Slnečná ulica;085 01;Bardejov
Slovenská;085 01;Bardejov
Smreková ulica;085 01;Bardejov
Starý Blich;085 01;Bardejov
Stöckelova;085 01;Bardejov
Stöcklova;085 01;Bardejov
Sv.Jakuba;085 01;Bardejov
Šiancova;085 01;Bardejov
Štefánikova;085 01;Bardejov
T.Ševčenku;085 01;Bardejov
Ťačevská;085 01;Bardejov
Tehelná;085 01;Bardejov
Toplianska;085 01;Bardejov
Ulica na Gavre;086 31;Bardejov
Veterná;085 01;Bardejov
Vodárenská;085 01;Bardejov
Wolkerova;085 01;Bardejov
Záhradná;085 01;Bardejov
1.mája;972 01;Bojnice
A.Hlinku;972 01;Bojnice
Bajzova;972 01;Bojnice
Banícka;972 01;Bojnice
Bernolákova;972 01;Bojnice
Bottova;972 01;Bojnice
Cintorínska;972 01;Bojnice
D. Tatarku;972 01;Bojnice
Dubnická;972 01;Bojnice
Dukelská;972 01;Bojnice
Hečkova;972 01;Bojnice
Hlboké;972 01;Bojnice
Hornoulická;972 01;Bojnice
Hurbanovo Námestie;972 01;Bojnice
Hviezdoslavova;972 01;Bojnice
Chatová oblasť;972 01;Bojnice
J. Hollého;972 01;Bojnice
Janka Kráľa;972 01;Bojnice
Jánošíkova;972 01;Bojnice
Jesenského;972 01;Bojnice
Kanianska;972 01;Bojnice
Komenského;972 01;Bojnice
Kpt.Nálepku;972 01;Bojnice
Krátka;972 01;Bojnice
Kukučínova;972 01;Bojnice
Kúpele;972 01;Bojnice
Kúpeľná;972 01;Bojnice
Kúty;971 01;Bojnice
Kvetová;972 01;Bojnice
Lány;972 01;Bojnice
Lesná;972 01;Bojnice
Lúčky;972 01;Bojnice
Martina Rázusa;972 01;Bojnice
Medzi jarkami;972 01;Bojnice
Mierová;972 01;Bojnice
Mojmírova;972 01;Bojnice
Moyzesova;972 01;Bojnice
Na Chmeľnici;972 01;Bojnice
Nemocničná;972 01;Bojnice
Okrajová;972 01;Bojnice
Opatovská cesta;972 01;Bojnice
Parková;972 01;Bojnice
Podzámocká;972 01;Bojnice
Pribinova;972 01;Bojnice
Prievidzská;972 01;Bojnice
Rekreačná;972 01;Bojnice
Rybníčky;972 01;Bojnice
Sadová;972 01;Bojnice
Sama Chalupku;972 01;Bojnice
Samoty;972 01;Bojnice
Sládkovičova;972 01;Bojnice
Slnečná;972 01;Bojnice
SNP;972 01;Bojnice
Stráne;972 01;Bojnice
Svätoplukova;972 01;Bojnice
Školská;972 01;Bojnice
Športová;972 01;Bojnice
Štúrova;972 01;Bojnice
Tajovského;972 01;Bojnice
Tále;972 01;Bojnice
Tatarkova;972 01;Bojnice
Tehelná;972 01;Bojnice
Ulica kanianska;972 01;Bojnice
Ulica Podskalné;972 01;Bojnice
Velvarská;972 01;Bojnice
Záhradná;972 01;Bojnice
Zámok a Okolie;972 01;Bojnice
A. Gwerkovej;851 04;Bratislava
Adámiho;841 05;Bratislava
Agátová;841 01;Bratislava
Ágosta Sőtéra;851 10;Bratislava
Ahoj;831 02;Bratislava
Achátová;821 06;Bratislava
Aladára Radnótiho;851 10;Bratislava
Albánska;831 06;Bratislava
Albína Brunovského;841 05;Bratislava
Albrechtova;821 03;Bratislava
Alejová;821 05;Bratislava
Alejová;821 09;Bratislava
Alešova;821 09;Bratislava
Alibernetová;831 02;Bratislava
Alstrova;831 06;Bratislava
Alžbetínska;811 09;Bratislava
Amarelková;821 07;Bratislava
Ambroseho;851 02;Bratislava
Ambrova;831 01;Bratislava
Ambrušova;821 04;Bratislava
Americká;831 02;Bratislava
Americké námestie;811 07;Bratislava
Americké námestie;811 08;Bratislava
Ametystová;821 06;Bratislava
Amurská;821 06;Bratislava
Andreja Mráza;821 03;Bratislava
Andreja Plávku;811 06;Bratislava
Andrusovova;851 01;Bratislava
Anenská;811 05;Bratislava
Anenská;811 07;Bratislava
Anízová;821 07;Bratislava
Antická;851 10;Bratislava
Antolská;851 07;Bratislava
Antona Floreka;841 06;Bratislava
Aragonitová;851 10;Bratislava
Arménska;821 06;Bratislava
Astronomická;821 02;Bratislava
Astrová;821 01;Bratislava
Attidova;851 10;Bratislava
Auréliova;851 10;Bratislava
Avarská;841 10;Bratislava
Azalková;821 01;Bratislava
Azovská;821 08;Bratislava
Azúrová;851 07;Bratislava
Babuškova;821 03;Bratislava
Bagarova;841 01;Bratislava
Báger;830 06;Bratislava
Bahniatková;821 07;Bratislava
Bachova;821 03;Bratislava
Bajkalská;821 01;Bratislava
Bajkalská;821 01;Bratislava
Bajkalská;821 02;Bratislava
Bajkalská;821 03;Bratislava
Bajkalská;821 05;Bratislava
Bajkalská;821 08;Bratislava
Bajkalská;821 09;Bratislava
Bajkalská;831 04;Bratislava
Bajzova;821 08;Bratislava
Bakošova;841 03;Bratislava
Balkánska;851 10;Bratislava
Baltská;821 07;Bratislava
Bancíkovej;821 03;Bratislava
Banícka;811 04;Bratislava
Baničova;831 07;Bratislava
Baníkova;841 04;Bratislava
Banskobystrická;811 06;Bratislava
Banšelova;821 04;Bratislava
Barancová;841 06;Bratislava
Bardejovská;831 02;Bratislava
Bárdošova;831 01;Bratislava
Barónka;831 06;Bratislava
Bartókova;811 02;Bratislava
Bartoňova;811 03;Bratislava
Bartoškova;831 04;Bratislava
Baštová;811 03;Bratislava
Batkova;841 01;Bratislava
Bazalková;821 07;Bratislava
Bazová;821 08;Bratislava
Bazovského;841 01;Bratislava
Bažantia;821 05;Bratislava
Bažantnicová;851 10;Bratislava
Beblavého;811 01;Bratislava
Bebravská;821 07;Bratislava
Beckovská;821 04;Bratislava
Bedľová;841 04;Bratislava
Begóniová;821 07;Bratislava
Beidl;821 06;Bratislava
Belánikova;841 04;Bratislava
Belehradská;831 04;Bratislava
Belianska;831 01;Bratislava
Belicová;841 06;Bratislava
Belinského;851 01;Bratislava
Bellova;831 01;Bratislava
Belopotockého;811 05;Bratislava
Beňadická;851 06;Bratislava
Bencúrova;821 04;Bratislava
Benediktiho;811 05;Bratislava
Beniakova;841 05;Bratislava
Beňovského;841 01;Bratislava
Bernolákova;811 07;Bratislava
Beskydská;811 05;Bratislava
Betliarska;851 07;Bratislava
Bezekova;841 02;Bratislava
Bezručova;811 09;Bratislava
Béžová;851 07;Bratislava
Biela;811 01;Bratislava
Bielkova;821 04;Bratislava
Bieloruská;821 06;Bratislava
Bilíkova;841 01;Bratislava
Biskupická;821 06;Bratislava
Björnsonova;811 05;Bratislava
Blagoevova;851 04;Bratislava
Blatnická;831 02;Bratislava
Blatúchová;821 07;Bratislava
Bleduľová ulica;841 08;Bratislava
Blumentálska;811 07;Bratislava
Blyskáčová;841 05;Bratislava
Bobuľová;831 01;Bratislava
Bociania;841 10;Bratislava
Bočná;821 04;Bratislava
Bodliaková;821 07;Bratislava
Bodrocká;821 07;Bratislava
Bodvianska;821 07;Bratislava
Bohrova;851 01;Bratislava
Bohúňova;811 04;Bratislava
Bojnická;831 04;Bratislava
Borágová;821 06;Bratislava
Borekova;821 06;Bratislava
Borievková;821 07;Bratislava
Borinská;841 03;Bratislava
Borodáčova;821 03;Bratislava
Borovicová;821 07;Bratislava
Borská;841 04;Bratislava
Bosákova;851 04;Bratislava
Boskovičova;831 01;Bratislava
Bošániho;841 01;Bratislava
Botanická;841 04;Bratislava
Bottova;811 09;Bratislava
Boženy Němcovej;811 04;Bratislava
Bôrik;811 02;Bratislava
Bradáčova;851 02;Bratislava
Bradlianska;811 03;Bratislava
Brančská;851 05;Bratislava
Bratislava - Rača;831 06;Bratislava
Bratislavská;841 06;Bratislava
Bratská;851 01;Bratislava
Brečtanová;831 01;Bratislava
Brestová;821 02;Bratislava
Brezová;821 07;Bratislava
Brezovská;831 03;Bratislava
Brežná;841 07;Bratislava
Bridlicová;841 07;Bratislava
Briežky;831 02;Bratislava
Brigádnická;841 10;Bratislava
Brižitská;841 01;Bratislava
Brnianska;811 04;Bratislava
Brodná;821 05;Bratislava
Brodská;841 04;Bratislava
Brokolicová;821 07;Bratislava
Bronzová;851 10;Bratislava
Broskyňová;811 03;Bratislava
Bršlenová ulica;841 08;Bratislava
Brumovická;841 06;Bratislava
Brusnicová;831 01;Bratislava
Břeclavská;811 04;Bratislava
Bučinová;821 07;Bratislava
Budatínska;851 05;Bratislava
Budatínska;851 06;Bratislava
Budatínska;851 06;Bratislava
Búdková;811 04;Bratislava
Budovateľská;821 08;Bratislava
Budyšínska;831 02;Bratislava
Budyšínska;831 03;Bratislava
Bujnákova;841 01;Bratislava
Buková;811 02;Bratislava
Bukovinská;831 06;Bratislava
Bukurešťská;811 04;Bratislava
Bulharská;821 04;Bratislava
Bulíkova;851 04;Bratislava
Bullova;841 01;Bratislava
Burgundská;831 52;Bratislava
Buzalkova;831 07;Bratislava
Bylinková;851 10;Bratislava
Bystrého;821 03;Bratislava
Bystrická;841 07;Bratislava
Bystrické sady;841 06;Bratislava
Bzovícka;851 07;Bratislava
Cabanova;841 02;Bratislava
Cablkova;821 04;Bratislava
Cádrova;831 01;Bratislava
Cesta mládeže;831 01;Bratislava
Cesta na Červený most;811 05;Bratislava
Cesta na Červený most;841 04;Bratislava
Cesta na Kamzík;831 01;Bratislava
Cesta na Klanec;841 03;Bratislava
Cesta na Senec;821 04;Bratislava
Cezmínová;851 10;Bratislava
Cígeľská;831 06;Bratislava
Cikkerova;841 05;Bratislava
Cintorínska;811 08;Bratislava
Cintulova;831 02;Bratislava
Ciroková ulica;851 10;Bratislava
Citrínová;821 06;Bratislava
Colnícka;851 10;Bratislava
Cukrová;811 08;Bratislava
Cyklámenová;821 07;Bratislava
Cyprichova;831 53;Bratislava
Cyprichova;831 54;Bratislava
Cyrilova;821 08;Bratislava
Čachtická;831 06;Bratislava
Čajakova;811 05;Bratislava
Čajakova;831 01;Bratislava
Čajkovského;811 04;Bratislava
Čakanková;821 07;Bratislava
Čaklovská;821 02;Bratislava
Čalovská;821 05;Bratislava
Čapkova;811 04;Bratislava
Čárskeho;841 04;Bratislava
Čavojského;841 04;Bratislava
Čečinová;821 05;Bratislava
Čelakovského;811 03;Bratislava
Čerencová;841 06;Bratislava
Čerešňová;811 04;Bratislava
Čerešňový sad;841 06;Bratislava
Černicová;831 01;Bratislava
Černockého;831 51;Bratislava
Černockého;831 53;Bratislava
Černyševského;851 01;Bratislava
Červená;831 06;Bratislava
Červeňákova;841 01;Bratislava
Červeňova;811 03;Bratislava
Česká;831 03;Bratislava
Československých parašutistov;831 03;Bratislava
Čiernohorská;841 01;Bratislava
Čiernovodská;821 07;Bratislava
Čierny chodník;831 07;Bratislava
ČIERNY LES;821 07;Bratislava
Čiližská;821 07;Bratislava
Čipkárska;821 09;Bratislava
Čmelíkova;821 03;Bratislava
Čmeľovec;811 02;Bratislava
Čremchová;831 01;Bratislava
Čsl. tankistov;841 06;Bratislava
Čučoriedková;821 07;Bratislava
Čulenova;811 09;Bratislava
Daliborovo námestie;851 01;Bratislava
Damborského;841 01;Bratislava
Dankovského;811 03;Bratislava
Dargovská;851 01;Bratislava
Ďatelinová;821 01;Bratislava
Daxnerovo námestie;821 08;Bratislava
Delená;841 07;Bratislava
Delená cesta;841 10;Bratislava
Demänovská;831 06;Bratislava
Desiata;831 01;Bratislava
Detvianska;831 06;Bratislava
Devätinova;821 06;Bratislava
Deviata;831 01;Bratislava
Devín;841 10;Bratislava
Devínska cesta;841 04;Bratislava
Devínska cesta;841 10;Bratislava
Devínska cesta - kameňolom;841 04;Bratislava
Devínska cesta - kameňolom;841 10;Bratislava
Devínska Nová Ves;841 07;Bratislava
Devínske jazero;841 07;Bratislava
Diamantová;851 10;Bratislava
Dlhá;851 10;Bratislava
Dlhé diely I.;841 04;Bratislava
Dlhé diely II.;841 04;Bratislava
Dlhé diely III.;841 04;Bratislava
Dneperská;821 06;Bratislava
Dobrovičova;811 02;Bratislava
Dobrovičova;811 09;Bratislava
Dobrovského;811 08;Bratislava
Dobšinského;811 05;Bratislava
Dohnalova;811 04;Bratislava
Dohnányho;821 08;Bratislava
Doležalova;821 04;Bratislava
Dolichénska;851 10;Bratislava
Dolná;811 04;Bratislava
Dolné Koruny;841 10;Bratislava
Dolnokorunská;841 10;Bratislava
Dolnozemská cesta;851 04;Bratislava
Domašská;821 07;Bratislava
Domiciánova;851 10;Bratislava
Domkárska;821 05;Bratislava
Domové role;821 05;Bratislava
Donnerova;841 04;Bratislava
Donovalova;811 06;Bratislava
Donská;841 06;Bratislava
Dopravná;831 06;Bratislava
Dorastenecká;831 07;Bratislava
Dostojevského rad;811 09;Bratislava
Dr. Vladimíra Clementisa;821 02;Bratislava
Dražická;841 01;Bratislava
Drevená;811 06;Bratislava
Drieňová;821 01;Bratislava
Drieňová;821 02;Bratislava
Drieňová;821 03;Bratislava
Drobného;841 01;Bratislava
Drotárska cesta;811 02;Bratislava
Drotárska cesta;811 02;Bratislava
Drotárska cesta;811 04;Bratislava
Drozdová;831 06;Bratislava
Druhá;831 01;Bratislava
Druidská;851 10;Bratislava
Družicová;821 02;Bratislava
Družobná;821 06;Bratislava
Družstevná;831 04;Bratislava
Dubáková;841 04;Bratislava
Dubnická;851 02;Bratislava
Dubová;811 04;Bratislava
Dúbravčická;841 02;Bratislava
Dúbravka;841 01;Bratislava
Dúbravská cesta;841 04;Bratislava
Dudova;851 02;Bratislava
Dudvážska;821 07;Bratislava
Dulovo námestie;821 08;Bratislava
Dulovo námestie;821 09;Bratislava
Ďumbierska;831 01;Bratislava
Dunajská;811 08;Bratislava
Ďurgalova;831 01;Bratislava
Dvanásta;831 01;Bratislava
Dvojkrížna;821 06;Bratislava
Dvojkrížna;821 07;Bratislava
Dvořákovo nábrežie;811 02;Bratislava
Edisonova;821 04;Bratislava
Egrešová;821 07;Bratislava
Einsteinova;851 01;Bratislava
Eisnerova;841 07;Bratislava
Elektrárenská;831 04;Bratislava
Estónska;821 06;Bratislava
Estónska;821 07;Bratislava
Exnárova;821 03;Bratislava
Fadruszova;841 04;Bratislava
Fajnorovo nábrežie;811 02;Bratislava
Fándlyho;811 03;Bratislava
Farebná;821 05;Bratislava
Farmárska;821 06;Bratislava
Farská;811 01;Bratislava
Farského;851 01;Bratislava
Fazuľová;811 07;Bratislava
Fedákova;841 02;Bratislava
Fedinova;851 01;Bratislava
Ferdiša Kostku;841 05;Bratislava
Ferienčíkova;811 08;Bratislava
Fialkové údolie;811 01;Bratislava
Fialová;851 07;Bratislava
Fibichova;821 05;Bratislava
Figová;851 10;Bratislava
Fikusová;851 10;Bratislava
Filiálne nádražie;831 04;Bratislava
Firmova;851 10;Bratislava
Fláviovska;851 10;Bratislava
Flöglova;811 05;Bratislava
Floriánske námestie;811 07;Bratislava
Fongová;831 06;Bratislava
Fraňa Kráľa;811 05;Bratislava
Francisciho;811 08;Bratislava
Francúzskych partizánov;811 04;Bratislava
Frankovská;831 01;Bratislava
Františka Schmuckera;851 10;Bratislava
Františkánska;811 01;Bratislava
Františkánske námestie;811 01;Bratislava
Furdekova;851 03;Bratislava
Furdekova;851 04;Bratislava
Furmanská;841 03;Bratislava
Furmintská;831 52;Bratislava
Gabčíkova;841 05;Bratislava
Gagarinova;821 01;Bratislava
Gagarinova;821 03;Bratislava
Gagarinova;821 05;Bratislava
Gagarinova;821 07;Bratislava
Gajarská;841 06;Bratislava
Gajc;821 06;Bratislava
Gajova;811 09;Bratislava
Galaktická;821 02;Bratislava
Galandova;811 06;Bratislava
Galbavého;841 01;Bratislava
Gallayova;841 02;Bratislava
Gallova;821 04;Bratislava
Galská;841 10;Bratislava
Galvaniho;821 04;Bratislava
Gašparíkova;821 04;Bratislava
Gaštanová;811 04;Bratislava
Gavlovičova;831 03;Bratislava
Gbelská;841 06;Bratislava
Gelnická;831 06;Bratislava
Gemerská;821 08;Bratislava
Geologická;821 06;Bratislava
Georgínová;821 07;Bratislava
Gercenova;851 01;Bratislava
Gerulatská;851 10;Bratislava
Gessayova;851 03;Bratislava
Gettingova;851 04;Bratislava
Glavica;840 09;Bratislava
Godrova;811 06;Bratislava
Gogoľova;851 01;Bratislava
Goláňova;821 03;Bratislava
Gondova;811 02;Bratislava
Goralská;851 01;Bratislava
Gorazdova;811 04;Bratislava
Gorkého;811 01;Bratislava
Granátová;821 06;Bratislava
Granitová;851 10;Bratislava
Gregorovej;821 03;Bratislava
Gronárska;841 10;Bratislava
Grösslingova;811 09;Bratislava
Gruzínska;821 05;Bratislava
Gunduličova;811 05;Bratislava
Guothova;831 01;Bratislava
Gusevova;821 09;Bratislava
Haanova;851 04;Bratislava
Habánska;841 10;Bratislava
Haburská;821 01;Bratislava
Hadia cesta;841 10;Bratislava
Hadriánova;851 10;Bratislava
Hagarova;831 51;Bratislava
Hagarova;831 52;Bratislava
Hájová;851 10;Bratislava
Hájovňa;821 06;Bratislava
Halašova;831 03;Bratislava
Hálkova;831 03;Bratislava
Hálova;851 01;Bratislava
Halštatská;841 10;Bratislava
Hamuliakova;821 09;Bratislava
Hanácka;821 04;Bratislava
Handlovská;851 01;Bratislava
Hanulova;841 01;Bratislava
Hanulova;841 02;Bratislava
Hany Meličkovej;841 05;Bratislava
Hargašova;841 06;Bratislava
Harmanecká;851 01;Bratislava
Harmincova;841 01;Bratislava
Hasičská;821 04;Bratislava
Hattalova;831 03;Bratislava
Havelkova;841 03;Bratislava
Havlíčkova;811 04;Bratislava
Havrania;811 04;Bratislava
Haydnova;811 02;Bratislava
Hečkova;831 51;Bratislava
Herlianska;821 02;Bratislava
Herlianska;821 03;Bratislava
Heydukova;811 08;Bratislava
Heyrovského;841 03;Bratislava
Hlaváčikova;841 05;Bratislava
Hlavatého;811 03;Bratislava
Hlavná;831 01;Bratislava
Hlavné námestie;811 01;Bratislava
Hlbinná;821 06;Bratislava
Hlboká cesta;811 04;Bratislava
Hlboká cesta;811 05;Bratislava
Hlinícka;831 52;Bratislava
Hlinícka;831 54;Bratislava
Hlivová;841 04;Bratislava
Hlohová;821 07;Bratislava
Hlučínska;831 03;Bratislava
Hnilecká;821 07;Bratislava
Hodálova;841 04;Bratislava
Hodonínska;840 02;Bratislava
Hodonínska;841 03;Bratislava
Hodonínska;841 03;Bratislava
Hodžovo námestie;811 06;Bratislava
Holekova;811 04;Bratislava
Holíčska;851 05;Bratislava
Hollého;811 08;Bratislava
Holubyho;811 03;Bratislava
Homolova;841 02;Bratislava
Hontianska;821 09;Bratislava
Horárska;821 09;Bratislava
Horcová;821 07;Bratislava
Horčičná;821 07;Bratislava
Horná;831 52;Bratislava
Horná Vančurova;831 01;Bratislava
Horná Vančurová;831 01;Bratislava
Hornádska;821 07;Bratislava
Horné Židiny;830 00;Bratislava
Horné Židiny;831 02;Bratislava
Horné Židiny;841 03;Bratislava
Horská;831 02;Bratislava
Horská;831 02;Bratislava
Horská;831 52;Bratislava
Hospodárska;831 07;Bratislava
Hrabový chodník;831 01;Bratislava
Hrad;811 01;Bratislava
Hradištná;841 07;Bratislava
Hradná;841 10;Bratislava
Hradné údolie;811 01;Bratislava
Hradská;821 07;Bratislava
Hrachová;821 05;Bratislava
Hraničiarska;851 10;Bratislava
Hraničná;821 05;Bratislava
Hraničný priechod-Čuňovo diaľnica;850 09;Bratislava
Hrdličkova;831 01;Bratislava
Hrebendova;811 02;Bratislava
Hríbová;821 05;Bratislava
Hriňovská;811 02;Bratislava
Hrobákova;851 02;Bratislava
Hrobárska;851 01;Bratislava
Hroboňova;811 04;Bratislava
Hronská;821 07;Bratislava
Hroznová;831 01;Bratislava
Hrušková;831 06;Bratislava
Hruškový sad;841 06;Bratislava
Hrušovská;821 07;Bratislava
Hubeného;831 53;Bratislava
Hubeného;831 54;Bratislava
Hudecova;841 04;Bratislava
Humenské námestie;851 07;Bratislava
Hummelova;811 03;Bratislava
Hurbanovo námestie;811 03;Bratislava
Hurbanovo námestie;811 06;Bratislava
Husova;831 01;Bratislava
Húščavova;841 01;Bratislava
Hutnícka;841 10;Bratislava
Hviezdicová;821 07;Bratislava
Hviezdna;821 06;Bratislava
Hviezdoslavova;821 06;Bratislava
Hviezdoslavovo námestie;811 02;Bratislava
Hyacintová;821 07;Bratislava
Hybešova;831 06;Bratislava
Hydinárska;821 06;Bratislava
Hýrošova;811 04;Bratislava
Chalupkova;811 09;Bratislava
Charkovská;841 07;Bratislava
Chemická;831 04;Bratislava
Chladná;831 06;Bratislava
Chlumeckého;821 03;Bratislava
Chmeľová;821 07;Bratislava
Chorvátska;811 07;Bratislava
Chorvátska;811 08;Bratislava
Chotárna;851 10;Bratislava
Chrasťová;831 01;Bratislava
Chrenová;821 07;Bratislava
Chrobákova;841 02;Bratislava
Chvojnícka;841 06;Bratislava
Iberková;851 10;Bratislava
Ibišteková;851 10;Bratislava
Ihličnatá;821 07;Bratislava
Ihrisková;831 06;Bratislava
Iľjušinova;851 01;Bratislava
Ilkovičova;841 04;Bratislava
Ílová;841 07;Bratislava
Ilýrska;851 10;Bratislava
Imelová;821 07;Bratislava
Inovecká;811 01;Bratislava
